 GFunction for borehole field from TRNSYS calc
 NrBoreholes:           4
 Rb:   2.00000000000000     
 *Log(t/tES); g-Value:
-10.7348  0.0398
-10.0417  0.1485
 -9.6362  0.2577
 -9.3486  0.3616
 -9.1254  0.4615
 -8.9431  0.5582
 -8.7889  0.6517
 -8.6554  0.7424
 -8.5376  0.8302
 -8.4323  0.9152
 -8.3370  0.9974
 -8.2499  1.0770
 -8.1699  1.1540
 -8.0958  1.2285
 -8.0268  1.3006
 -7.9623  1.3705
 -7.9016  1.4382
 -7.8445  1.5039
 -7.7904  1.5677
 -7.7391  1.6296
 -7.6903  1.6897
 -7.6438  1.7482
 -7.5994  1.8051
 -7.5568  1.8604
 -7.5160  1.9144
 -7.4768  1.9669
 -7.4390  2.0181
 -7.4026  2.0681
 -7.3676  2.1169
 -7.3337  2.1645
 -7.3009  2.2110
 -7.2691  2.2565
 -7.2383  2.3010
 -7.2085  2.3445
 -7.1795  2.3871
 -7.1513  2.4288
 -7.1239  2.4696
 -7.0973  2.5097
 -7.0713  2.5489
 -7.0460  2.5874
 -7.0213  2.6252
 -6.9972  2.6622
 -6.9736  2.6986
 -6.9507  2.7343
 -6.9282  2.7694
 -6.9062  2.8038
 -6.8847  2.8377
 -6.8636  2.8710
 -6.8430  2.9037
 -6.8228  2.9360
 -6.8030  2.9676
 -6.7836  2.9988
 -6.7646  3.0295
 -6.7459  3.0598
 -6.7275  3.0895
 -6.7095  3.1189
 -6.6918  3.1477
 -6.6744  3.1762
 -6.6573  3.2043
 -6.6405  3.2319
 -6.6240  3.2592
 -6.6077  3.2861
 -6.5917  3.3127
 -6.5760  3.3388
 -6.5605  3.3647
 -6.5452  3.3902
 -6.5302  3.4153
 -6.5153  3.4402
 -6.5007  3.4647
 -6.4864  3.4889
 -6.4722  3.5129
 -6.4582  3.5365
 -6.4444  3.5598
 -6.4308  3.5829
 -6.4174  3.6057
 -6.4041  3.6283
 -6.3910  3.6505
 -6.3781  3.6726
 -6.3654  3.6944
 -6.3528  3.7159
 -6.3404  3.7372
 -6.3281  3.7583
 -6.3160  3.7791
 -6.3040  3.7997
 -6.2922  3.8201
 -6.2805  3.8403
 -6.2689  3.8603
 -6.2575  3.8801
 -6.2462  3.8996
 -6.2350  3.9190
 -6.2240  3.9382
 -6.2131  3.9572
 -6.2022  3.9760
 -6.1916  3.9946
 -6.1810  4.0131
 -6.1705  4.0314
 -6.1601  4.0495
 -6.1499  4.0674
 -6.1397  4.0852
 -6.1297  4.1028
 -6.1197  4.1203
 -6.1099  4.1375
 -6.1001  4.1547
 -6.0905  4.1717
 -6.0809  4.1885
 -6.0714  4.2052
 -6.0620  4.2217
 -6.0527  4.2382
 -6.0435  4.2544
 -6.0344  4.2706
 -6.0253  4.2865
 -6.0164  4.3024
 -6.0075  4.3181
 -5.9987  4.3338
 -5.9899  4.3492
 -5.9813  4.3646
 -5.9727  4.3798
 -5.9642  4.3949
 -5.9557  4.4099
 -5.9474  4.4248
 -5.9391  4.4396
 -5.9308  4.4542
 -5.9227  4.4688
 -5.9146  4.4832
 -5.9065  4.4975
 -5.8986  4.5118
 -5.8907  4.5259
 -5.8828  4.5399
 -5.8750  4.5538
 -5.8673  4.5676
 -5.8597  4.5813
 -5.8520  4.5949
 -5.8445  4.6084
 -5.8370  4.6218
 -5.8296  4.6352
 -5.8222  4.6484
 -5.8149  4.6615
 -5.8076  4.6746
 -5.8004  4.6876
 -5.7932  4.7004
