 GFunction for borehole field from TRNSYS calc
 NrBoreholes:           4
 Rb:   2.00000000000000     
 *Log(t/tES); g-Value:
 -9.7132  0.0398
 -9.0201  0.1482
 -8.6146  0.2571
 -8.3269  0.3607
 -8.1038  0.4602
 -7.9214  0.5564
 -7.7673  0.6496
 -7.6338  0.7398
 -7.5160  0.8272
 -7.4106  0.9117
 -7.3153  0.9935
 -7.2283  1.0725
 -7.1482  1.1490
 -7.0741  1.2231
 -7.0051  1.2947
 -6.9406  1.3641
 -6.8800  1.4314
 -6.8228  1.4966
 -6.7688  1.5598
 -6.7175  1.6213
 -6.6687  1.6809
 -6.6222  1.7389
 -6.5777  1.7953
 -6.5351  1.8502
 -6.4943  1.9036
 -6.4551  1.9557
 -6.4174  2.0065
 -6.3810  2.0560
 -6.3459  2.1043
 -6.3120  2.1515
 -6.2792  2.1975
 -6.2475  2.2425
 -6.2167  2.2866
 -6.1868  2.3296
 -6.1578  2.3718
 -6.1297  2.4130
 -6.1023  2.4535
 -6.0756  2.4931
 -6.0496  2.5319
 -6.0243  2.5699
 -5.9996  2.6072
 -5.9755  2.6439
 -5.9520  2.6798
 -5.9290  2.7151
 -5.9065  2.7498
 -5.8846  2.7838
 -5.8631  2.8173
 -5.8420  2.8502
 -5.8214  2.8825
 -5.8012  2.9143
 -5.7814  2.9456
 -5.7620  2.9764
 -5.7429  3.0067
 -5.7242  3.0365
 -5.7059  3.0659
 -5.6878  3.0948
 -5.6701  3.1233
 -5.6528  3.1514
 -5.6357  3.1791
 -5.6189  3.2064
 -5.6023  3.2333
 -5.5861  3.2598
 -5.5701  3.2860
 -5.5543  3.3118
 -5.5388  3.3372
 -5.5235  3.3624
 -5.5085  3.3871
 -5.4937  3.4116
 -5.4791  3.4358
 -5.4647  3.4596
 -5.4505  3.4832
 -5.4365  3.5065
 -5.4227  3.5295
 -5.4091  3.5522
 -5.3957  3.5747
 -5.3825  3.5969
 -5.3694  3.6188
 -5.3565  3.6405
 -5.3437  3.6619
 -5.3312  3.6831
 -5.3187  3.7040
 -5.3065  3.7248
 -5.2944  3.7453
 -5.2824  3.7656
 -5.2705  3.7856
 -5.2589  3.8055
 -5.2473  3.8251
 -5.2359  3.8446
 -5.2246  3.8638
 -5.2134  3.8829
 -5.2023  3.9017
 -5.1914  3.9204
 -5.1806  3.9389
 -5.1699  3.9572
 -5.1593  3.9753
 -5.1488  3.9933
 -5.1385  4.0110
 -5.1282  4.0287
 -5.1181  4.0461
 -5.1080  4.0634
 -5.0981  4.0805
 -5.0882  4.0975
 -5.0785  4.1143
 -5.0688  4.1310
 -5.0592  4.1475
 -5.0498  4.1639
 -5.0404  4.1802
 -5.0311  4.1963
 -5.0218  4.2122
 -5.0127  4.2281
 -5.0037  4.2437
 -4.9947  4.2593
 -4.9858  4.2747
 -4.9770  4.2901
 -4.9683  4.3052
 -4.9596  4.3203
 -4.9510  4.3352
 -4.9425  4.3500
 -4.9341  4.3648
 -4.9257  4.3793
 -4.9174  4.3938
 -4.9092  4.4082
 -4.9010  4.4224
 -4.8929  4.4366
 -4.8849  4.4506
 -4.8769  4.4645
 -4.8690  4.4784
 -4.8612  4.4921
 -4.8534  4.5057
 -4.8457  4.5192
 -4.8380  4.5327
 -4.8304  4.5460
 -4.8228  4.5592
 -4.8154  4.5723
 -4.8079  4.5854
 -4.8005  4.5983
 -4.7932  4.6112
 -4.7859  4.6240
 -4.7787  4.6367
 -4.7716  4.6493
