hour of year	Mass Flow Rate	TsupplyDhw
4349.5	0	45
4349.5333	0	45
4349.5667	0	45
4349.6	0	45
4349.6333	0	45
4349.6667	0	45
4349.7	0	45
4349.7333	0	45
4349.7667	0	45
4349.8	0	45
4349.8333	0	45
4349.8667	0	45
4349.9	0	45
4349.9333	0	45
4349.9667	0	45
4350	0	45
4350.0333	0	45
4350.0667	0	45
4350.1	0	45
4350.1333	0	45
4350.1667	0	45
4350.2	0	45
4350.2333	0	45
4350.2667	0	45
4350.3	0	45
4350.3333	0	45
4350.3667	0	45
4350.4	0	45
4350.4333	0	45
4350.4667	0	45
4350.5	0	45
4350.5333	0	45
4350.5667	0	45
4350.6	0	45
4350.6333	0	45
4350.6667	0	45
4350.7	0	45
4350.7333	0	45
4350.7667	0	45
4350.8	0	45
4350.8333	0	45
4350.8667	0	45
4350.9	0	45
4350.9333	0	45
4350.9667	0	45
4351	0	45
4351.0333	240	45
4351.0667	0	45
4351.1	0	45
4351.1333	0	45
4351.1667	0	45
4351.2	0	45
4351.2333	0	45
4351.2667	600	45
4351.3	600	45
4351.3333	0	45
4351.3667	0	45
4351.4	0	45
4351.4333	0	45
4351.4667	0	45
4351.5	0	45
4351.5333	240	45
4351.5667	0	45
4351.6	0	45
4351.6333	0	45
4351.6667	0	45
4351.7	0	45
4351.7333	0	45
4351.7667	0	45
4351.8	0	45
4351.8333	0	45
4351.8667	0	45
4351.9	0	45
4351.9333	0	45
4351.9667	0	45
4352	0	45
4352.0333	240	45
4352.0667	0	45
4352.1	0	45
4352.1333	0	45
4352.1667	0	45
4352.2	0	45
4352.2333	0	45
4352.2667	240	45
4352.3	0	45
4352.3333	0	45
4352.3667	0	45
4352.4	0	45
4352.4333	0	45
4352.4667	0	45
4352.5	0	45
4352.5333	240	45
4352.5667	0	45
4352.6	0	45
4352.6333	0	45
4352.6667	0	45
4352.7	0	45
4352.7333	0	45
4352.7667	240	45
4352.8	0	45
4352.8333	0	45
4352.8667	0	45
4352.9	0	45
4352.9333	0	45
4352.9667	0	45
4353	0	45
4353.0333	240	45
4353.0667	0	45
4353.1	0	45
4353.1333	0	45
4353.1667	0	45
4353.2	0	45
4353.2333	0	45
4353.2667	0	45
4353.3	0	45
4353.3333	0	45
4353.3667	0	45
4353.4	0	45
4353.4333	0	45
4353.4667	0	45
4353.5	0	45
4353.5333	240	45
4353.5667	0	45
4353.6	0	45
4353.6333	0	45
4353.6667	0	45
4353.7	0	45
4353.7333	0	45
4353.7667	0	45
4353.8	0	45
4353.8333	0	45
4353.8667	0	45
4353.9	0	45
4353.9333	0	45
4353.9667	0	45
4354	0	45
4354.0333	0	45
4354.0667	0	45
4354.1	0	45
4354.1333	0	45
4354.1667	0	45
4354.2	0	45
4354.2333	0	45
4354.2667	0	45
4354.3	0	45
4354.3333	0	45
4354.3667	0	45
4354.4	0	45
4354.4333	0	45
4354.4667	0	45
4354.5	0	45
4354.5333	240	45
4354.5667	0	45
4354.6	0	45
4354.6333	0	45
4354.6667	0	45
4354.7	0	45
4354.7333	0	45
4354.7667	0	45
4354.8	0	45
4354.8333	0	45
4354.8667	0	45
4354.9	0	45
4354.9333	0	45
4354.9667	0	45
4355	0	45
4355.0333	0	45
4355.0667	0	45
4355.1	0	45
4355.1333	0	45
4355.1667	0	45
4355.2	0	45
4355.2333	0	45
4355.2667	0	45
4355.3	0	45
4355.3333	0	45
4355.3667	0	45
4355.4	0	45
4355.4333	0	45
4355.4667	0	45
4355.5	0	45
4355.5333	240	45
4355.5667	0	45
4355.6	0	45
4355.6333	0	45
4355.6667	0	45
4355.7	0	45
4355.7333	0	45
4355.7667	240	45
4355.8	0	45
4355.8333	0	45
4355.8667	0	45
4355.9	0	45
4355.9333	0	45
4355.9667	0	45
4356	0	45
4356.0333	0	45
4356.0667	0	45
4356.1	0	45
4356.1333	0	45
4356.1667	0	45
4356.2	0	45
4356.2333	0	45
4356.2667	0	45
4356.3	0	45
4356.3333	0	45
4356.3667	0	45
4356.4	0	45
4356.4333	0	45
4356.4667	0	45
4356.5	0	45
4356.5333	0	45
4356.5667	0	45
4356.6	0	45
4356.6333	0	45
4356.6667	0	45
4356.7	0	45
4356.7333	0	45
4356.7667	293.3333333	45
4356.8	0	45
4356.8333	0	45
4356.8667	0	45
4356.9	0	45
4356.9333	0	45
4356.9667	0	45
4357	0	45
4357.0333	0	45
4357.0667	0	45
4357.1	0	45
4357.1333	0	45
4357.1667	0	45
4357.2	0	45
4357.2333	0	45
4357.2667	0	45
4357.3	0	45
4357.3333	0	45
4357.3667	0	45
4357.4	0	45
4357.4333	0	45
4357.4667	0	45
4357.5	0	45
4357.5333	0	45
4357.5667	0	45
4357.6	0	45
4357.6333	0	45
4357.6667	0	45
4357.7	0	45
4357.7333	0	45
4357.7667	0	45
4357.8	0	45
4357.8333	0	45
4357.8667	0	45
4357.9	0	45
4357.9333	0	45
4357.9667	0	45
4358	0	45
4358.0333	0	45
4358.0667	0	45
4358.1	0	45
4358.1333	0	45
4358.1667	0	45
4358.2	0	45
4358.2333	0	45
4358.2667	0	45
4358.3	0	45
4358.3333	0	45
4358.3667	0	45
4358.4	0	45
4358.4333	0	45
4358.4667	0	45
4358.5	0	45
4358.5333	240	45
4358.5667	0	45
4358.6	0	45
4358.6333	0	45
4358.6667	0	45
4358.7	0	45
4358.7333	0	45
4358.7667	0	45
4358.8	0	45
4358.8333	0	45
4358.8667	0	45
4358.9	0	45
4358.9333	0	45
4358.9667	0	45
4359	0	45
4359.0333	0	45
4359.0667	0	45
4359.1	0	45
4359.1333	0	45
4359.1667	0	45
4359.2	0	45
4359.2333	0	45
4359.2667	0	45
4359.3	0	45
4359.3333	0	45
4359.3667	0	45
4359.4	0	45
4359.4333	0	45
4359.4667	0	45
4359.5	0	45
4359.5333	0	45
4359.5667	240	45
4359.6	0	45
4359.6333	0	45
4359.6667	0	45
4359.7	0	45
4359.7333	0	45
4359.7667	0	45
4359.8	0	45
4359.8333	0	45
4359.8667	0	45
4359.9	0	45
4359.9333	0	45
4359.9667	0	45
4360	0	45
4360.0333	0	45
4360.0667	0	45
4360.1	0	45
4360.1333	0	45
4360.1667	0	45
4360.2	0	45
4360.2333	0	45
4360.2667	0	45
4360.3	0	45
4360.3333	0	45
4360.3667	0	45
4360.4	0	45
4360.4333	0	45
4360.4667	0	45
4360.5	0	45
4360.5333	240	45
4360.5667	0	45
4360.6	0	45
4360.6333	0	45
4360.6667	0	45
4360.7	0	45
4360.7333	0	45
4360.7667	0	45
4360.8	0	45
4360.8333	0	45
4360.8667	0	45
4360.9	0	45
4360.9333	0	45
4360.9667	0	45
4361	0	45
4361.0333	0	45
4361.0667	0	45
4361.1	0	45
4361.1333	0	45
4361.1667	0	45
4361.2	0	45
4361.2333	0	45
4361.2667	0	45
4361.3	0	45
4361.3333	0	45
4361.3667	0	45
4361.4	0	45
4361.4333	0	45
4361.4667	0	45
4361.5	0	45
4361.5333	0	45
4361.5667	0	45
4361.6	0	45
4361.6333	0	45
4361.6667	0	45
4361.7	0	45
4361.7333	0	45
4361.7667	0	45
4361.8	0	45
4361.8333	0	45
4361.8667	0	45
4361.9	0	45
4361.9333	0	45
4361.9667	0	45
4362	0	45
4362.0333	240	45
4362.0667	0	45
4362.1	0	45
4362.1333	0	45
4362.1667	0	45
4362.2	0	45
4362.2333	0	45
4362.2667	240	45
4362.3	0	45
4362.3333	0	45
4362.3667	0	45
4362.4	0	45
4362.4333	0	45
4362.4667	0	45
4362.5	0	45
4362.5333	240	45
4362.5667	0	45
4362.6	0	45
4362.6333	0	45
4362.6667	0	45
4362.7	0	45
4362.7333	0	45
4362.7667	0	45
4362.8	0	45
4362.8333	0	45
4362.8667	0	45
4362.9	0	45
4362.9333	0	45
4362.9667	0	45
4363	0	45
4363.0333	240	45
4363.0667	0	45
4363.1	0	45
4363.1333	0	45
4363.1667	0	45
4363.2	0	45
4363.2333	0	45
4363.2667	0	45
4363.3	0	45
4363.3333	0	45
4363.3667	0	45
4363.4	0	45
4363.4333	0	45
4363.4667	0	45
4363.5	0	45
4363.5333	0	45
4363.5667	0	45
4363.6	0	45
4363.6333	0	45
4363.6667	0	45
4363.7	0	45
4363.7333	0	45
4363.7667	0	45
4363.8	0	45
4363.8333	0	45
4363.8667	0	45
4363.9	0	45
4363.9333	0	45
4363.9667	0	45
4364	0	45
4364.0333	0	45
4364.0667	0	45
4364.1	0	45
4364.1333	0	45
4364.1667	0	45
4364.2	0	45
4364.2333	0	45
4364.2667	0	45
4364.3	0	45
4364.3333	0	45
4364.3667	0	45
4364.4	0	45
4364.4333	0	45
4364.4667	0	45
4364.5	0	45
4364.5333	293.3333333	45
4364.5667	293.3333333	45
4364.6	0	45
4364.6333	0	45
4364.6667	0	45
4364.7	0	45
4364.7333	0	45
4364.7667	0	45
4364.8	0	45
4364.8333	0	45
4364.8667	0	45
4364.9	0	45
4364.9333	0	45
4364.9667	0	45
4365	0	45
4365.0333	0	45
4365.0667	0	45
4365.1	0	45
4365.1333	0	45
4365.1667	0	45
4365.2	0	45
4365.2333	0	45
4365.2667	240	45
4365.3	0	45
4365.3333	0	45
4365.3667	0	45
4365.4	0	45
4365.4333	0	45
4365.4667	0	45
4365.5	0	45
4365.5333	600	45
4365.5667	600	45
4365.6	600	45
4365.6333	600	45
4365.6667	600	45
4365.7	0	45
4365.7333	0	45
4365.7667	0	45
4365.8	0	45
4365.8333	0	45
4365.8667	0	45
4365.9	0	45
4365.9333	0	45
4365.9667	0	45
4366	0	45
4366.0333	0	45
4366.0667	0	45
4366.1	0	45
4366.1333	0	45
4366.1667	0	45
4366.2	0	45
4366.2333	0	45
4366.2667	0	45
4366.3	0	45
4366.3333	0	45
4366.3667	0	45
4366.4	0	45
4366.4333	0	45
4366.4667	0	45
4366.5	0	45
4366.5333	0	45
4366.5667	0	45
4366.6	0	45
4366.6333	0	45
4366.6667	0	45
4366.7	0	45
4366.7333	0	45
4366.7667	0	45
4366.8	0	45
4366.8333	0	45
4366.8667	0	45
4366.9	0	45
4366.9333	0	45
4366.9667	0	45
4367	0	45
4367.0333	0	45
4367.0667	0	45
4367.1	0	45
4367.1333	0	45
4367.1667	0	45
4367.2	0	45
4367.2333	0	45
4367.2667	0	45
4367.3	0	45
4367.3333	0	45
4367.3667	0	45
4367.4	0	45
4367.4333	0	45
4367.4667	0	45
4367.5	0	45
4367.5333	0	45
4367.5667	0	45
4367.6	0	45
4367.6333	0	45
4367.6667	0	45
4367.7	0	45
4367.7333	0	45
4367.7667	0	45
4367.8	0	45
4367.8333	0	45
4367.8667	0	45
4367.9	0	45
4367.9333	0	45
4367.9667	0	45
4368	0	45
4368.0333	0	45
4368.0667	0	45
4368.1	0	45
4368.1333	0	45
4368.1667	0	45
4368.2	0	45
4368.2333	0	45
4368.2667	0	45
4368.3	0	45
4368.3333	0	45
4368.3667	0	45
4368.4	0	45
4368.4333	0	45
4368.4667	0	45
4368.5	0	45
4368.5333	0	45
4368.5667	0	45
4368.6	0	45
4368.6333	0	45
4368.6667	0	45
4368.7	0	45
4368.7333	0	45
4368.7667	0	45
4368.8	0	45
4368.8333	0	45
4368.8667	0	45
4368.9	0	45
4368.9333	0	45
4368.9667	0	45
4369	0	45
4369.0333	0	45
4369.0667	0	45
4369.1	0	45
4369.1333	0	45
4369.1667	0	45
4369.2	0	45
4369.2333	0	45
4369.2667	0	45
4369.3	0	45
4369.3333	0	45
4369.3667	0	45
4369.4	0	45
4369.4333	0	45
4369.4667	0	45
4369.5	0	45
4369.5333	0	45
4369.5667	0	45
4369.6	0	45
4369.6333	0	45
4369.6667	0	45
4369.7	0	45
4369.7333	0	45
4369.7667	0	45
4369.8	0	45
4369.8333	0	45
4369.8667	0	45
4369.9	0	45
4369.9333	0	45
4369.9667	0	45
4370	0	45
4370.0333	0	45
4370.0667	0	45
4370.1	0	45
4370.1333	0	45
4370.1667	0	45
4370.2	0	45
4370.2333	0	45
4370.2667	0	45
4370.3	0	45
4370.3333	0	45
4370.3667	0	45
4370.4	0	45
4370.4333	0	45
4370.4667	0	45
4370.5	0	45
4370.5333	0	45
4370.5667	0	45
4370.6	0	45
4370.6333	0	45
4370.6667	0	45
4370.7	0	45
4370.7333	0	45
4370.7667	0	45
4370.8	0	45
4370.8333	0	45
4370.8667	0	45
4370.9	0	45
4370.9333	0	45
4370.9667	0	45
4371	0	45
4371.0333	0	45
4371.0667	0	45
4371.1	0	45
4371.1333	0	45
4371.1667	0	45
4371.2	0	45
4371.2333	0	45
4371.2667	0	45
4371.3	0	45
4371.3333	0	45
4371.3667	0	45
4371.4	0	45
4371.4333	0	45
4371.4667	0	45
4371.5	0	45
4371.5333	0	45
4371.5667	0	45
4371.6	0	45
4371.6333	0	45
4371.6667	0	45
4371.7	0	45
4371.7333	0	45
4371.7667	0	45
4371.8	0	45
4371.8333	0	45
4371.8667	0	45
4371.9	0	45
4371.9333	0	45
4371.9667	0	45
4372	0	45
4372.0333	0	45
4372.0667	0	45
4372.1	0	45
4372.1333	0	45
4372.1667	0	45
4372.2	0	45
4372.2333	0	45
4372.2667	0	45
4372.3	0	45
4372.3333	0	45
4372.3667	0	45
4372.4	0	45
4372.4333	0	45
4372.4667	0	45
4372.5	0	45
4372.5333	0	45
4372.5667	0	45
4372.6	0	45
4372.6333	0	45
4372.6667	0	45
4372.7	0	45
4372.7333	0	45
4372.7667	0	45
4372.8	0	45
4372.8333	0	45
4372.8667	0	45
4372.9	0	45
4372.9333	0	45
4372.9667	0	45
4373	0	45
4373.0333	0	45
4373.0667	0	45
4373.1	0	45
4373.1333	0	45
4373.1667	0	45
4373.2	0	45
4373.2333	0	45
4373.2667	0	45
4373.3	0	45
4373.3333	0	45
4373.3667	0	45
4373.4	0	45
4373.4333	0	45
4373.4667	0	45
4373.5	0	45
4373.5333	0	45
4373.5667	0	45
4373.6	0	45
4373.6333	0	45
4373.6667	0	45
4373.7	0	45
4373.7333	0	45
4373.7667	0	45
4373.8	0	45
4373.8333	0	45
4373.8667	0	45
4373.9	0	45
4373.9333	0	45
4373.9667	0	45
4374	0	45
4374.0333	0	45
4374.0667	0	45
4374.1	0	45
4374.1333	0	45
4374.1667	0	45
4374.2	0	45
4374.2333	0	45
4374.2667	0	45
4374.3	0	45
4374.3333	0	45
4374.3667	0	45
4374.4	0	45
4374.4333	0	45
4374.4667	0	45
4374.5	0	45
4374.5333	0	45
4374.5667	0	45
4374.6	0	45
4374.6333	0	45
4374.6667	0	45
4374.7	0	45
4374.7333	0	45
4374.7667	0	45
4374.8	0	45
4374.8333	0	45
4374.8667	0	45
4374.9	0	45
4374.9333	0	45
4374.9667	0	45
4375	0	45
4375.0333	240	45
4375.0667	0	45
4375.1	0	45
4375.1333	0	45
4375.1667	0	45
4375.2	0	45
4375.2333	0	45
4375.2667	600	45
4375.3	600	45
4375.3333	0	45
4375.3667	0	45
4375.4	0	45
4375.4333	0	45
4375.4667	0	45
4375.5	0	45
4375.5333	240	45
4375.5667	0	45
4375.6	0	45
4375.6333	0	45
4375.6667	0	45
4375.7	0	45
4375.7333	0	45
4375.7667	0	45
4375.8	0	45
4375.8333	0	45
4375.8667	0	45
4375.9	0	45
4375.9333	0	45
4375.9667	0	45
4376	0	45
4376.0333	240	45
4376.0667	0	45
4376.1	0	45
4376.1333	0	45
4376.1667	0	45
4376.2	0	45
4376.2333	0	45
4376.2667	240	45
4376.3	0	45
4376.3333	0	45
4376.3667	0	45
4376.4	0	45
4376.4333	0	45
4376.4667	0	45
4376.5	0	45
4376.5333	240	45
4376.5667	0	45
4376.6	0	45
4376.6333	0	45
4376.6667	0	45
4376.7	0	45
4376.7333	0	45
4376.7667	240	45
4376.8	0	45
4376.8333	0	45
4376.8667	0	45
4376.9	0	45
4376.9333	0	45
4376.9667	0	45
4377	0	45
4377.0333	240	45
4377.0667	0	45
4377.1	0	45
4377.1333	0	45
4377.1667	0	45
4377.2	0	45
4377.2333	0	45
4377.2667	0	45
4377.3	0	45
4377.3333	0	45
4377.3667	0	45
4377.4	0	45
4377.4333	0	45
4377.4667	0	45
4377.5	0	45
4377.5333	240	45
4377.5667	0	45
4377.6	0	45
4377.6333	0	45
4377.6667	0	45
4377.7	0	45
4377.7333	0	45
4377.7667	0	45
4377.8	0	45
4377.8333	0	45
4377.8667	0	45
4377.9	0	45
4377.9333	0	45
4377.9667	0	45
4378	0	45
4378.0333	0	45
4378.0667	0	45
4378.1	0	45
4378.1333	0	45
4378.1667	0	45
4378.2	0	45
4378.2333	0	45
4378.2667	0	45
4378.3	0	45
4378.3333	0	45
4378.3667	0	45
4378.4	0	45
4378.4333	0	45
4378.4667	0	45
4378.5	0	45
4378.5333	240	45
4378.5667	0	45
4378.6	0	45
4378.6333	0	45
4378.6667	0	45
4378.7	0	45
4378.7333	0	45
4378.7667	0	45
4378.8	0	45
4378.8333	0	45
4378.8667	0	45
4378.9	0	45
4378.9333	0	45
4378.9667	0	45
4379	0	45
4379.0333	0	45
4379.0667	0	45
4379.1	0	45
4379.1333	0	45
4379.1667	0	45
4379.2	0	45
4379.2333	0	45
4379.2667	0	45
4379.3	0	45
4379.3333	0	45
4379.3667	0	45
4379.4	0	45
4379.4333	0	45
4379.4667	0	45
4379.5	0	45
4379.5333	240	45
4379.5667	0	45
4379.6	0	45
4379.6333	0	45
4379.6667	0	45
4379.7	0	45
4379.7333	0	45
4379.7667	240	45
4379.8	0	45
4379.8333	0	45
4379.8667	0	45
4379.9	0	45
4379.9333	0	45
4379.9667	0	45
4380	0	45
4380.0333	0	45
4380.0667	0	45
4380.1	0	45
4380.1333	0	45
4380.1667	0	45
4380.2	0	45
4380.2333	0	45
4380.2667	0	45
4380.3	0	45
4380.3333	0	45
4380.3667	0	45
4380.4	0	45
4380.4333	0	45
4380.4667	0	45
4380.5	0	45
4380.5333	0	45
4380.5667	0	45
4380.6	0	45
4380.6333	0	45
4380.6667	0	45
4380.7	0	45
4380.7333	0	45
4380.7667	293.3333333	45
4380.8	0	45
4380.8333	0	45
4380.8667	0	45
4380.9	0	45
4380.9333	0	45
4380.9667	0	45
4381	0	45
4381.0333	0	45
4381.0667	0	45
4381.1	0	45
4381.1333	0	45
4381.1667	0	45
4381.2	0	45
4381.2333	0	45
4381.2667	0	45
4381.3	0	45
4381.3333	0	45
4381.3667	0	45
4381.4	0	45
4381.4333	0	45
4381.4667	0	45
4381.5	0	45
4381.5333	0	45
4381.5667	0	45
4381.6	0	45
4381.6333	0	45
4381.6667	0	45
4381.7	0	45
4381.7333	0	45
4381.7667	0	45
4381.8	0	45
4381.8333	0	45
4381.8667	0	45
4381.9	0	45
4381.9333	0	45
4381.9667	0	45
4382	0	45
4382.0333	0	45
4382.0667	0	45
4382.1	0	45
4382.1333	0	45
4382.1667	0	45
4382.2	0	45
4382.2333	0	45
4382.2667	0	45
4382.3	0	45
4382.3333	0	45
4382.3667	0	45
4382.4	0	45
4382.4333	0	45
4382.4667	0	45
4382.5	0	45
4382.5333	240	45
4382.5667	0	45
4382.6	0	45
4382.6333	0	45
4382.6667	0	45
4382.7	0	45
4382.7333	0	45
4382.7667	0	45
4382.8	0	45
4382.8333	0	45
4382.8667	0	45
4382.9	0	45
4382.9333	0	45
4382.9667	0	45
4383	0	45
4383.0333	0	45
4383.0667	0	45
4383.1	0	45
4383.1333	0	45
4383.1667	0	45
4383.2	0	45
4383.2333	0	45
4383.2667	0	45
4383.3	0	45
4383.3333	0	45
4383.3667	0	45
4383.4	0	45
4383.4333	0	45
4383.4667	0	45
4383.5	0	45
4383.5333	0	45
4383.5667	240	45
4383.6	0	45
4383.6333	0	45
4383.6667	0	45
4383.7	0	45
4383.7333	0	45
4383.7667	0	45
4383.8	0	45
4383.8333	0	45
4383.8667	0	45
4383.9	0	45
4383.9333	0	45
4383.9667	0	45
4384	0	45
4384.0333	0	45
4384.0667	0	45
4384.1	0	45
4384.1333	0	45
4384.1667	0	45
4384.2	0	45
4384.2333	0	45
4384.2667	0	45
4384.3	0	45
4384.3333	0	45
4384.3667	0	45
4384.4	0	45
4384.4333	0	45
4384.4667	0	45
4384.5	0	45
4384.5333	240	45
4384.5667	0	45
4384.6	0	45
4384.6333	0	45
4384.6667	0	45
4384.7	0	45
4384.7333	0	45
4384.7667	0	45
4384.8	0	45
4384.8333	0	45
4384.8667	0	45
4384.9	0	45
4384.9333	0	45
4384.9667	0	45
4385	0	45
4385.0333	0	45
4385.0667	0	45
4385.1	0	45
4385.1333	0	45
4385.1667	0	45
4385.2	0	45
4385.2333	0	45
4385.2667	0	45
4385.3	0	45
4385.3333	0	45
4385.3667	0	45
4385.4	0	45
4385.4333	0	45
4385.4667	0	45
4385.5	0	45
4385.5333	0	45
4385.5667	0	45
4385.6	0	45
4385.6333	0	45
4385.6667	0	45
4385.7	0	45
4385.7333	0	45
4385.7667	0	45
4385.8	0	45
4385.8333	0	45
4385.8667	0	45
4385.9	0	45
4385.9333	0	45
4385.9667	0	45
4386	0	45
4386.0333	240	45
4386.0667	0	45
4386.1	0	45
4386.1333	0	45
4386.1667	0	45
4386.2	0	45
4386.2333	0	45
4386.2667	240	45
4386.3	0	45
4386.3333	0	45
4386.3667	0	45
4386.4	0	45
4386.4333	0	45
4386.4667	0	45
4386.5	0	45
4386.5333	240	45
4386.5667	0	45
4386.6	0	45
4386.6333	0	45
4386.6667	0	45
4386.7	0	45
4386.7333	0	45
4386.7667	0	45
4386.8	0	45
4386.8333	0	45
4386.8667	0	45
4386.9	0	45
4386.9333	0	45
4386.9667	0	45
4387	0	45
4387.0333	240	45
4387.0667	0	45
4387.1	0	45
4387.1333	0	45
4387.1667	0	45
4387.2	0	45
4387.2333	0	45
4387.2667	0	45
4387.3	0	45
4387.3333	0	45
4387.3667	0	45
4387.4	0	45
4387.4333	0	45
4387.4667	0	45
4387.5	0	45
4387.5333	0	45
4387.5667	0	45
4387.6	0	45
4387.6333	0	45
4387.6667	0	45
4387.7	0	45
4387.7333	0	45
4387.7667	0	45
4387.8	0	45
4387.8333	0	45
4387.8667	0	45
4387.9	0	45
4387.9333	0	45
4387.9667	0	45
4388	0	45
4388.0333	0	45
4388.0667	0	45
4388.1	0	45
4388.1333	0	45
4388.1667	0	45
4388.2	0	45
4388.2333	0	45
4388.2667	0	45
4388.3	0	45
4388.3333	0	45
4388.3667	0	45
4388.4	0	45
4388.4333	0	45
4388.4667	0	45
4388.5	0	45
4388.5333	293.3333333	45
4388.5667	293.3333333	45
4388.6	0	45
4388.6333	0	45
4388.6667	0	45
4388.7	0	45
4388.7333	0	45
4388.7667	0	45
4388.8	0	45
4388.8333	0	45
4388.8667	0	45
4388.9	0	45
4388.9333	0	45
4388.9667	0	45
4389	0	45
4389.0333	0	45
4389.0667	0	45
4389.1	0	45
4389.1333	0	45
4389.1667	0	45
4389.2	0	45
4389.2333	0	45
4389.2667	240	45
4389.3	0	45
4389.3333	0	45
4389.3667	0	45
4389.4	0	45
4389.4333	0	45
4389.4667	0	45
4389.5	0	45
4389.5333	600	45
4389.5667	600	45
4389.6	0	45
4389.6333	0	45
4389.6667	0	45
4389.7	0	45
4389.7333	0	45
4389.7667	0	45
4389.8	0	45
4389.8333	0	45
4389.8667	0	45
4389.9	0	45
4389.9333	0	45
4389.9667	0	45
4390	0	45
4390.0333	0	45
4390.0667	0	45
4390.1	0	45
4390.1333	0	45
4390.1667	0	45
4390.2	0	45
4390.2333	0	45
4390.2667	0	45
4390.3	0	45
4390.3333	0	45
4390.3667	0	45
4390.4	0	45
4390.4333	0	45
4390.4667	0	45
4390.5	0	45
4390.5333	0	45
4390.5667	0	45
4390.6	0	45
4390.6333	0	45
4390.6667	0	45
4390.7	0	45
4390.7333	0	45
4390.7667	0	45
4390.8	0	45
4390.8333	0	45
4390.8667	0	45
4390.9	0	45
4390.9333	0	45
4390.9667	0	45
4391	0	45
4391.0333	0	45
4391.0667	0	45
4391.1	0	45
4391.1333	0	45
4391.1667	0	45
4391.2	0	45
4391.2333	0	45
4391.2667	0	45
4391.3	0	45
4391.3333	0	45
4391.3667	0	45
4391.4	0	45
4391.4333	0	45
4391.4667	0	45
4391.5	0	45
4391.5333	0	45
4391.5667	0	45
4391.6	0	45
4391.6333	0	45
4391.6667	0	45
4391.7	0	45
4391.7333	0	45
4391.7667	0	45
4391.8	0	45
4391.8333	0	45
4391.8667	0	45
4391.9	0	45
4391.9333	0	45
4391.9667	0	45
4392	0	45
4392.0333	0	45
4392.0667	0	45
4392.1	0	45
4392.1333	0	45
4392.1667	0	45
4392.2	0	45
4392.2333	0	45
4392.2667	0	45
4392.3	0	45
4392.3333	0	45
4392.3667	0	45
4392.4	0	45
4392.4333	0	45
4392.4667	0	45
4392.5	0	45
4392.5333	0	45
4392.5667	0	45
4392.6	0	45
4392.6333	0	45
4392.6667	0	45
4392.7	0	45
4392.7333	0	45
4392.7667	0	45
4392.8	0	45
4392.8333	0	45
4392.8667	0	45
4392.9	0	45
4392.9333	0	45
4392.9667	0	45
4393	0	45
4393.0333	0	45
4393.0667	0	45
4393.1	0	45
4393.1333	0	45
4393.1667	0	45
4393.2	0	45
4393.2333	0	45
4393.2667	0	45
4393.3	0	45
4393.3333	0	45
4393.3667	0	45
4393.4	0	45
4393.4333	0	45
4393.4667	0	45
4393.5	0	45
4393.5333	0	45
4393.5667	0	45
4393.6	0	45
4393.6333	0	45
4393.6667	0	45
4393.7	0	45
4393.7333	0	45
4393.7667	0	45
4393.8	0	45
4393.8333	0	45
4393.8667	0	45
4393.9	0	45
4393.9333	0	45
4393.9667	0	45
4394	0	45
4394.0333	0	45
4394.0667	0	45
4394.1	0	45
4394.1333	0	45
4394.1667	0	45
4394.2	0	45
4394.2333	0	45
4394.2667	0	45
4394.3	0	45
4394.3333	0	45
4394.3667	0	45
4394.4	0	45
4394.4333	0	45
4394.4667	0	45
4394.5	0	45
4394.5333	0	45
4394.5667	0	45
4394.6	0	45
4394.6333	0	45
4394.6667	0	45
4394.7	0	45
4394.7333	0	45
4394.7667	0	45
4394.8	0	45
4394.8333	0	45
4394.8667	0	45
4394.9	0	45
4394.9333	0	45
4394.9667	0	45
4395	0	45
4395.0333	0	45
4395.0667	0	45
4395.1	0	45
4395.1333	0	45
4395.1667	0	45
4395.2	0	45
4395.2333	0	45
4395.2667	0	45
4395.3	0	45
4395.3333	0	45
4395.3667	0	45
4395.4	0	45
4395.4333	0	45
4395.4667	0	45
4395.5	0	45
4395.5333	0	45
4395.5667	0	45
4395.6	0	45
4395.6333	0	45
4395.6667	0	45
4395.7	0	45
4395.7333	0	45
4395.7667	0	45
4395.8	0	45
4395.8333	0	45
4395.8667	0	45
4395.9	0	45
4395.9333	0	45
4395.9667	0	45
4396	0	45
4396.0333	0	45
4396.0667	0	45
4396.1	0	45
4396.1333	0	45
4396.1667	0	45
4396.2	0	45
4396.2333	0	45
4396.2667	0	45
4396.3	0	45
4396.3333	0	45
4396.3667	0	45
4396.4	0	45
4396.4333	0	45
4396.4667	0	45
4396.5	0	45
4396.5333	0	45
4396.5667	0	45
4396.6	0	45
4396.6333	0	45
4396.6667	0	45
4396.7	0	45
4396.7333	0	45
4396.7667	0	45
4396.8	0	45
4396.8333	0	45
4396.8667	0	45
4396.9	0	45
4396.9333	0	45
4396.9667	0	45
4397	0	45
4397.0333	0	45
4397.0667	0	45
4397.1	0	45
4397.1333	0	45
4397.1667	0	45
4397.2	0	45
4397.2333	0	45
4397.2667	0	45
4397.3	0	45
4397.3333	0	45
4397.3667	0	45
4397.4	0	45
4397.4333	0	45
4397.4667	0	45
4397.5	0	45
4397.5333	0	45
4397.5667	0	45
4397.6	0	45
4397.6333	0	45
4397.6667	0	45
4397.7	0	45
4397.7333	0	45
4397.7667	0	45
4397.8	0	45
4397.8333	0	45
4397.8667	0	45
4397.9	0	45
